product_name,brand,powertrain,source,product_id
其他,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,337
全球鹰EX3,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,338
全球鹰K12,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,339
全球鹰K22,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,340
全球鹰K27,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,341
荣威E50,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,342
荣威R ER6,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,343
瑞特思,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,344
时空E17,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,345
逸动PHEV,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,346
芝麻E30,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,347
理想L8,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,348
腾势D9,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,349
熊猫mini,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,350
护卫舰07,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,351
smart精灵#1,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,352
问界M5 PHEV,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,353
哪吒S,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,354
阿维塔11,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,355
哈弗大狗,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,356
广汽丰田bZ4X,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,357
欧拉闪电猫,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,358
MG MULAN,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,359
问界M5 EV,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,360
智己LS7,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,361
小鹏G9,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,362
五菱Air ev晴空,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,363
哈弗H6,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,364
长安UNI-V,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,365
几何G6,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,366
几何M6,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,367
极氪009,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,368
元宝,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,369
星越L,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,370
花仙子,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,371
智己L7,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,372
飞凡R7,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,373
零跑C01,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,374
睿蓝9,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,375
无界Pro,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,376
沃尔沃C40,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,377
爱驰U6,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,378
比亚迪T3,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,379
总计,0.0,0.0,锂电数据库_月销量按车型（乘联会）.csv,380
